FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,FeatureG,FeatureH,FeatureI,FeatureJ
3.21757172761792,5.420221935808497,7.316809149256882,9.626420632656307,9.145522581174331,6.314660648762544,2.70121565002423,8.863493390859558,4.053333839116038,1.5902889375353335
3.2112507169301026,8.686623981600553,4.247770683095943,0.5096547358086134,6.583506914086694,6.6190543210960575,8.83321429999355,7.088935782123556,0.6069294928137614,3.74080623315555
10.177674871028165,10.247799140260913,7.005868301973483,6.446127381695131,5.463900780424737,6.024610282054715,3.1022930219702856,1.1247574745683695,2.190094638079757,4.735598236236131
11.194756434341524,9.601660679107107,5.892502070724133,7.175471496032151,7.010073540100514,7.413457806545718,2.2280135057366808,1.3767683895942078,1.3690722684743026,2.6954730571491354
10.406530797317425,11.490584318925348,5.642835434508734,6.9674063992222095,5.20538978235792,5.540247108968388,3.2910353237570904,1.1234741419090373,1.3733464000045998,5.072671567524993
8.730650490881931,9.23825851327646,6.629836608105747,6.755747151072286,6.382013791850378,6.620568441851462,3.592436580471156,0.3321023109075657,0.8417531129165129,2.642678283036584
1.0281750164664678,6.207107780070119,8.532515932081354,9.470162009074816,9.601809305399003,8.623247102240116,4.545464600783903,8.57755467487414,3.061520003818373,1.7524272443682278
2.801098215987428,6.688693390033553,6.852331144246744,7.907625978740514,7.787115490566448,5.476038892447977,3.9533106328880847,7.80321827054963,3.443424472386808,0.8448947286936763
2.179641860963584,5.311065663646871,8.507869072274506,9.024147293222814,7.952784520511268,6.914200528356442,3.2622404353915115,5.8833029965668615,3.3768822952901365,0.977799797544034
1.555195859559548,9.66567737950412,4.324609591587755,2.732138904434,7.652452405688842,7.116928200015956,9.323691304465116,7.405397054885026,4.336958801537684,2.294186363329161
1.1839208948995534,6.637228882396149,8.702570679384978,7.8193460558741235,10.816038963258338,7.045309252904893,4.128688790362251,8.019671880877791,3.89304333819069,3.238684993632264
3.189222344631241,9.246539825359324,4.932951309526783,1.258818265914364,5.013852680006513,6.406276672364159,10.02963125383866,7.980076524132533,1.047618564636854,4.948536159663361
2.400280721739522,5.012064246490695,8.794263672681362,9.256732270837006,9.920537171207728,6.354556085485579,4.354158231083115,7.852467726974014,4.75829228010291,2.2234654246190333
9.343343542975228,8.891253867868755,6.177814510390113,5.521167849076841,7.811584997355312,7.7393735773078784,4.633599362061681,0.28168148093291,1.0501920615596805,2.700060979089609
1.6122393167519111,7.184031736748329,3.639448008826514,3.3985069472796314,0.6918335511822022,4.94813629550695,6.618042159824754,1.1219723285759895,0.9250581311299456,10.422676351216378
4.7971424327163845,7.306182686683813,3.007833703009961,3.3759395592520534,0.9135888061562424,7.474319863495783,6.633491414620573,2.097137326269161,2.556043312696325,9.633458521494312
2.645310650162062,8.912706391197004,3.1279513919699933,2.2001656517131227,0.6225705813454049,6.686210211805787,4.341049912370229,1.299058833290363,0.0074171459092045,10.350568712335749
10.986877687903092,9.961166279930456,5.998210246886609,6.240343170199173,6.955894580096857,7.19590057261114,3.866633512864418,0.3358214837662805,1.0906428013778464,4.225655305488298
2.004210344072293,9.880041322368443,3.439582429172325,1.6386684480997835,7.354572502312227,7.533438825849658,7.072873516354914,7.728504626459658,0.7614162805291305,5.079313502975685
0.8888724723418768,6.466858692936448,3.986241591167695,2.856746470478845,0.8601663825938873,6.051100933221944,6.546284037142168,0.4936159571300801,2.044136632338532,10.049364523215075
2.716037720193982,6.876460681672215,3.1195670850377377,3.1827795329809128,1.148475250952652,4.724755512077966,6.4508176169089175,0.6619892613170848,2.6052799938862017,9.99315706977767
1.6614575955105444,5.545356649185098,8.017076650668098,10.8244180708027,9.896568846817152,5.808654871542162,3.3170697858402773,6.9378541392894135,4.505142711440501,0.6896760941006753
1.69213880763864,6.810986672607092,4.194741731720486,1.5694612521096445,0.7643726669972409,5.85382098932215,6.370136569046662,0.2277431445511651,2.156093146132909,10.78116013825667
3.404839956107397,6.9557019436579495,3.8195043672204334,3.084640100248633,1.366206539731774,5.270961040040652,5.612072214454509,0.1362957125480304,2.1380662341372627,6.995590946954606
10.574036160419494,9.90224355875773,6.118595197635995,6.546090618696821,6.470531015812545,7.367152125350698,4.468804446156428,0.7027492599440912,0.6036255057587041,4.140153644067433
1.5327142039048307,8.618584083322723,5.713736202819541,2.066753182780526,2.159029668155564,7.458313409844638,8.088453764716528,1.9811451365622708,2.059308844443468,9.167704857470438
2.448967413111724,11.477528240683608,4.447517871446979,2.2747170262743444,6.914338960856513,8.048787630895479,7.69550494212099,8.075455948185477,2.8133321819072226,3.25206410112617
2.51702652076741,8.33561183425754,1.7113550496788106,2.5435419521509384,0.7692055210543877,6.429285851758965,5.525515125096092,0.5085727925513639,1.057816921795538,8.59952338846405
1.1559945668476923,6.594187180014899,3.564005771327253,2.982309573440156,0.5524672934171626,4.45240565147497,5.082497337625905,0.0997866318292435,1.3255683567218104,8.021982519763156
8.76289376509592,10.211706679240525,7.954331623162765,5.7322139448017175,5.681547684563023,6.64217655952478,3.590988788320804,0.3649855782770727,1.264103662164967,3.580260170602248
2.283866712175642,7.289638341193343,7.503921511369567,7.454523840282891,8.7537188142196,6.545158837393743,2.3422005872982465,8.11230798094531,3.129461003549939,0.6842069442326171
3.5800901211138623,9.496758543441508,4.41641605090225,2.687170178032824,6.406389566577725,6.95293850593282,9.685121474704417,5.808675690812839,1.5757852827971546,5.017850350244381
2.869839760553875,4.939429929154767,3.975240774237142,2.42454254782583,1.3379612151995246,4.853674858395481,5.17618854028856,0.5713950576366347,1.9198576144602424,9.54864919236516
2.869465633503111,6.237568337332433,3.5352970670784405,4.242987854016622,1.6057374914841491,5.456000592308768,6.080957785932852,0.9053608658229104,2.025992378174104,10.406336104310146
1.106403312116651,7.612435065406041,5.226735930028371,4.16362530975071,7.870163516281958,7.446407322878718,8.738676391548369,6.820047261382504,0.4716368037980429,4.230014530726936
3.571501336778855,9.487878558833502,3.720454601994298,3.5231040889582714,7.662880483487507,7.202171109481622,8.02481053926634,6.092658599064748,2.249760169468305,5.468594310203337
2.2105274079489408,7.236454303959744,8.000744826680819,9.371196130488416,10.20783388151892,6.803118764011191,2.858171901213252,8.58179293143289,5.002054595877463,0.9993505205155734
0.3870414260401169,10.046751388749469,3.120508870274088,1.4889356110744807,5.612716041964648,7.587779058894728,8.394508328489781,8.09815696892804,1.0953697632860928,4.101926199859109
1.1467562712766983,7.357315091358298,8.733653027681191,9.211925477603186,10.863141154305264,5.16959292159043,2.923402218056003,8.260546564097831,3.635196820590704,0.5221306330413693
2.53109488903473,5.978931780970346,8.13917769236337,10.058491470621288,10.146562816040092,6.627127041557658,3.9778903279912337,9.707518653388313,4.114278749375723,0.989262438044862
1.261184641470257,6.156480990351323,5.10650591812758,0.0403810692887751,0.3852824147783913,5.8883553515551466,6.864882137014019,0.984998647681224,1.272653551003076,8.948981930954684
2.5226948477906843,7.956575199242421,5.4624237483312905,0.7523260339697098,6.670763596146514,8.839779717155722,10.16651380553444,7.520384151367827,2.7607668148595863,4.332819837110879
1.977466543083985,8.713265740077269,4.4028500933815815,2.9454867038738364,3.575486958600852,5.649224361342461,6.237458887041484,0.9808951330856508,3.697247472186195,7.944426716052288
